露營區名稱,所在縣市,土地,用地類別,營業狀態,符合,違反,原住民地區
南投水里_水鄉山岳民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投水里_四季天露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投水里_采荷莊民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投水里_奕青慢活莊園,南投縣,非都市土地/一般農業區,農牧用地,無營業,,,
南投水里_美麗水里生態園,南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投水里_藝之森休閒渡假村,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投名間_南田牧野家,南投縣,非都市土地/一般農業區,農牧用地,營業中,,違反區域計畫法,否
南投名間_春秋茶事,南投縣,非都市土地/一般農業區,農牧用地,營業中,,違反區域計畫法,否
南投竹山_?閒茶園露營區,南投縣,待確認,待確認,營業中,待清查,待清查,否
南投竹山_牛母坪露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_右下四角村,南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投竹山_旭爸爸?窩,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_江澤休閒民宿,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,否
南投竹山_竹內露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_竹屋部落休閒農場,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,否
南投竹山_老茶緣露營場,南投縣,待確認,待確認,營業中,待清查,待清查,否
南投竹山_忘憂天空露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投竹山_杉林雲境露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_車店子休閒農園,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投竹山_延山露營區,南投縣,非都市土地/山坡地保育區,丙種建築用地,營業中,"符合水土保持法
符合非都市土地使用管制規則",,否
南投竹山_空中邊境景觀農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_哈比露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_迦南美地園區,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,否
南投竹山_神采奕奕露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投竹山_深山林內,南投縣,非都市土地/森林區,農牧用地,營業中,,違反水土保持法,否
南投竹山_麻吉露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投竹山_瑞竹國中,南投縣,非都市土地/鄉村區,乙種建築用地,營業中,符合水土保持法,,否
南投竹山_瑞櫻山莊露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投竹山_橄欖園森林度假民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投竹山_靜竹星空觀景露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投竹山_霧的羅曼史,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
"南投信義_170 營地",南投縣,待確認,待確認,營業中,,違反水土保持法,無提供地段號，爰查無資料
南投信義_三目獨戶雅舍,南投縣,非都市土地/森林區,林業用地,無營業,,,
南投信義_大漢山莊,南投縣,都市土地,兒童遊樂場用地,無營業,,,是(私有)
南投信義_山裡面的嵐卡,南投縣,非都市土地/山坡地保育區,林業用地,營業中,待清查,待清查,是(私有)
南投信義_中泰製茶民宿,南投縣,非都市土地/森林區,丙種建築用地,無營業,,,
南投信義_五餅二魚咖啡露營,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_天時農莊,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(國有)
南投信義_比撒日灣山中漫城,南投縣,都市土地,保護區,營業中,待清查,待清查,是(國有、設有他項)
"南投信義_卡拉密 S 露營區",南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投信義_玉山星空露營區,南投縣,非都市土地/森林區,林業用地,營業中,,違反土地使用管制（信義鄉東埔2鄰）一般管制區農業用地,否
南投信義_甲一仙營地,南投縣,非都市土地/森林區,暫未編定,營業中,待清查,待清查,否
南投信義_石龜梅園,南投縣,非都市土地/森林區,林業用地,無營業,,,
南投信義_吉娜田園露營區,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_宇成茶業,南投縣,非都市土地/森林區,暫未編定,無營業,,,
南投信義_住在玉山園,南投縣,都市土地,農業用地,營業中,,違反土地使用管制（信義鄉東埔1鄰）一般管制區農業用地,是(私有)
南投信義_吟玖鄉溫泉別館,南投縣,都市土地,農業區,營業中,待清查,待清查,是(私有)
南投信義_那卡斯營地,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(國私有、設有他項)
南投信義_法拉娜露營區,南投縣,都市土地,農業區,營業中,待清查,待清查,是(私有)
南投信義_長城高山休閒農莊,南投縣,非都市土地/森林區,林業用地,營業中,待清查,待清查,是(私有)
南投信義_阿里曼山莊,南投縣,非都市土地/森林區,林業用地,營業中,待清查,待清查,是(私有)
南投信義_阿肥的天空農場,南投縣,非都市土地/山坡地保育區,農牧用地,無營業,,,是(私有)
南投信義_阿番露營區,南投縣,非都市土地/森林區,暫未編定,無營業,,,
南投信義_哈好嶺地,南投縣,非都市土地/山坡地保育區,林業用地,營業中,待清查,待清查,是(國有、設有他項)
南投信義_迪仰露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_恩福溫泉民宿,南投縣,都市土地,農業區,無營業,,,是(國有)
南投信義_烏松崙渡假營,南投縣,非都市土地/森林區,林業用地,無營業,,,
南投信義_張家堡森林梅園,南投縣,非都市土地/森林區,林業用地,營業中,待清查,待清查,否
南投信義_梅王山莊,南投縣,非都市土地/森林區,暫未編定,營業中,待清查,待清查,否
南投信義_都構密思木屋民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_勞恩布妮的家,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_森谷漫活,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_塔古斯戶外營地,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(國有、設有他項)
南投信義_源頭溫泉民宿,南投縣,都市土地,保護區,營業中,待清查,待清查,是(私有)
南投信義_達洛鞍休閒民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_漫步八通關莊園,南投縣,都市土地,農業區,無營業,,,是(國有、設有他項)
南投信義_瑪兒屋營地,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,是(私有)
"南投信義_瑪兒莎莎 Mal-Sa Sa 露營區",南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投信義_瑪南吾瑪芙露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_穌斯共營地,南投縣,非都市土地/森林區,林業用地,營業中,待清查,待清查,否
南投信義_龍谷茶業,南投縣,非都市土地/森林區,暫未編定,無營業,,,
南投信義_薩蔓卡露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,是(私有)
南投信義_雙龍景觀營地(雙龍橋),南投縣,待確認,待確認,營業中,待清查,待清查,是(國有)
南投南投_牛角坑休閒渡假農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投南投_微笑天空景觀露營區,南投縣,非都市土地/山坡地保育區,農牧用地,無營業,,,
南投南投_橫山仙境,南投縣,都市土地,青年活動營區,營業中,"符合水土保持法
符合非都市土地使用管制規則",,否
南投埔里_32森林,南投縣,非都市土地/山坡地保育區,農牧用地,無營業,,,
南投埔里_8508高地露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_ToMe桃米生態露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_七里山瑭民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_九丁榕露營區,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_二甲Lohas農庄,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_小西湖露營區,南投縣,非都市土地/山坡地保育區,農牧用地,無營業,,,
南投埔里_山嵐露營農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_中坑瀑布自然生態區,南投縣,待確認,待確認,營業中,待清查,待清查,否
南投埔里_中坑瀑布自然生態區,南投縣,待確認,待確認,營業中,,財政部國有財產署提供占用國有非公用土地之露營場,否
南投埔里_元華露營區,南投縣,非都市土地/森林區,農牧用地,營業中,待清查,待清查,否
南投埔里_水流東露營區,南投縣,非都市土地/山坡地保育區,丙種建築用地,營業中,"符合水土保持法
符合非都市土地使用管制規則",,否
南投埔里_水頭山莊營地,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_水墻映月景觀露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_外寓民宿露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_江山樂活休閒農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_那也印地安部落,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_松香雅筑,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_玫花露,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_虎嘯山莊,南投縣,非都市土地/森林區,國土保安用地,營業中,,違反森林法,否
南投埔里_阿蓮娜多肉植物主題花園,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_青青農場親子露營區,南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投埔里_哈里露露營地,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_咿喲ㄟ故鄉,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_珊林露營區,南投縣,非都市土地/山坡地保育區,林業用地,無營業,,,
南投埔里_桂花庭藝術生態營地,南投縣,非都市土地/特定農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_桃米山生態露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_桃米香露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_桃米愛玩客營地,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_草湳濕地農場,南投縣,非都市土地/山坡地保育區,水利用地,營業中,待清查,待清查,否
南投埔里_茶吾此露,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,"違反區域計畫法
違反水土保持法",否
南投埔里_悠哉營露營區,南投縣,非都市土地/山坡地保育區,農牧用地,無營業,,,
南投埔里_喜悅渡假山莊,南投縣,非都市土地/特定農業區,甲種建築用地,無營業,,,
南投埔里_森林蜂味露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_湯尼瑪麗露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,"違反區域計畫法
違反水土保持法",否
南投埔里_蛙揪愛露營,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,"違反區域計畫法
違反水土保持法",否
南投埔里_雲風箏自然手感露營農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_雲風箏自然手感露營農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_黃金雨露營區,南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投埔里_農家樂露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,待清查,待清查,否
南投埔里_遇見東平莊?,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_滴水山莊露營區,南投縣,非都市土地/山坡地保育區,暫未編定,營業中,,財政部國有財產署提供占用國有非公用土地之露營場,否
南投埔里_福長果園露營區,南投縣,非都市土地/一般農業區,農牧用地,營業中,待清查,待清查,否
南投埔里_綠野森林農場,南投縣,待確認,待確認,營業中,待清查,待清查,無提供地段號，爰查無資料
南投埔里_嫻安軒觀星民宿,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,"違反區域計畫法
違反水土保持法",否
南投埔里_廣成宋爸農場,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,違反水土保持法,否
南投埔里_暮雲春樹露營區,南投縣,非都市土地/山坡地保育區,農牧用地,營業中,,"違反區域計畫法
違反水土保持法",否
